"","id","host_is_superhost","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","security_deposit","cleaning_fee","guests_included","availability_365","number_of_reviews","instant_bookable","review_scores_rating"
"1",241032,"f","Queen Anne",47.6362890383572,-122.371025199978,"Apartment","Entire home/apt",4,1,1,1,85,0,0,2,346,207,"f",95
"2",953595,"t","Queen Anne",47.6391231213625,-122.365666464396,"Apartment","Entire home/apt",4,1,1,1,150,100,40,1,291,43,"f",96
"3",3308979,"f","Queen Anne",47.6297241315774,-122.369483175618,"House","Entire home/apt",11,4.5,5,7,975,0,300,10,220,20,"f",97
"4",7421966,"f","Queen Anne",47.6384732017664,-122.36927912263,"Apartment","Entire home/apt",3,1,0,2,100,0,0,1,143,0,"f",96
"5",278830,"f","Queen Anne",47.6329184027672,-122.372470634022,"House","Entire home/apt",6,2,3,3,450,700,125,6,365,38,"f",92
"6",5956968,"f","Queen Anne",47.6305254824019,-122.366174065189,"House","Private room",2,1,1,1,120,0,40,1,302,17,"f",95
"7",1909058,"t","Queen Anne",47.6366054453201,-122.368519058449,"House","Private room",2,1,1,1,80,150,0,1,346,58,"f",99
"8",856550,"t","Queen Anne",47.6401605412147,-122.375855978858,"House","Private room",2,1,1,1,60,150,25,1,100,173,"f",97
"9",4948745,"f","Queen Anne",47.632410299829,-122.35721606914,"Apartment","Private room",2,1,1,1,90,0,0,1,341,8,"f",97
"10",2493658,"t","Queen Anne",47.6374917202263,-122.366888590921,"Apartment","Entire home/apt",4,1,1,1,150,100,40,1,324,32,"f",97
"11",175576,"t","Queen Anne",47.6354817084102,-122.358477761622,"House","Entire home/apt",2,1,1,1,95,0,15,2,153,181,"f",97
"12",4454295,"f","Queen Anne",47.6372140751356,-122.360045761415,"House","Entire home/apt",2,1,1,1,99,500,150,1,229,8,"f",97
"13",3883392,"t","Queen Anne",47.6355455115124,-122.373170751835,"Apartment","Entire home/apt",4,1,2,3,245,300,95,1,362,13,"f",98
"14",8889257,"f","Queen Anne",47.6295068092343,-122.367629296742,"House","Entire home/apt",5,1,2,3,165,400,85,4,337,3,"f",100
"15",5680462,"f","Queen Anne",47.6392026555151,-122.365862741543,"House","Entire home/apt",16,3.5,6,15,461,0,300,8,327,18,"t",98
"16",8988178,"f","Queen Anne",47.6356497934386,-122.372892824809,"House","Entire home/apt",5,1,2,2,109,0,89,1,69,1,"f",80
"17",3245876,"f","Queen Anne",47.6262003738171,-122.366601926176,"Apartment","Private room",2,1,1,1,66,100,35,1,364,84,"f",95
"18",4933447,"t","Queen Anne",47.6406458757845,-122.372405888956,"House","Private room",2,1,1,1,99,100,15,1,171,45,"t",98
"19",7735464,"f","Queen Anne",47.6397758734108,-122.3722353588,"Apartment","Private room",2,2,1,1,200,0,0,1,125,0,"f",96
"20",6291829,"f","Queen Anne",47.6360247765814,-122.358693595647,"House","Entire home/apt",10,3.5,5,5,700,500,250,1,359,5,"f",85
"21",9218403,"f","Queen Anne",47.6279403381324,-122.364958722439,"Apartment","Entire home/apt",1,1,1,1,110,0,0,1,360,1,"f",100
"22",4125779,"f","Queen Anne",47.6363742622388,-122.361033433241,"House","Private room",3,1.5,1,2,99,0,15,1,365,11,"f",84
"23",8942678,"f","Queen Anne",47.6356322241799,-122.358880902621,"House","Entire home/apt",8,2,4,4,450,0,0,1,53,1,"f",100
"24",10106055,"f","Queen Anne",47.6333939577778,-122.371919943723,"House","Private room",2,1,1,1,75,0,0,1,365,0,"f",96
"25",6362362,"f","Queen Anne",47.6385167121297,-122.369581032915,"House","Entire home/apt",5,2.5,3,3,600,500,150,1,212,1,"f",100
"26",3544550,"f","Queen Anne",47.631397345183,-122.367766870679,"House","Entire home/apt",8,2.5,3,5,450,500,200,6,293,8,"f",100
"27",9025039,"f","Queen Anne",47.6387522420126,-122.367972668855,"House","Entire home/apt",5,1,2,3,150,250,35,1,49,0,"f",96
"28",3200646,"t","Queen Anne",47.6392660202609,-122.374725811081,"Other","Private room",2,1,1,1,45,150,25,1,107,80,"f",95
"29",8859380,"f","Queen Anne",47.6299071161114,-122.368948138249,"Apartment","Entire home/apt",6,2,3,3,300,500,125,1,356,6,"t",100
"30",4520099,"f","Queen Anne",47.6398158682357,-122.374338463492,"Apartment","Entire home/apt",3,1,1,2,80,0,65,3,305,4,"f",85
"31",2481869,"t","Queen Anne",47.6390077781894,-122.365320073002,"Apartment","Entire home/apt",4,1,1,1,175,0,40,1,323,38,"f",96
"32",1110749,"f","Queen Anne",47.6350850449101,-122.364443473304,"House","Entire home/apt",6,1.5,3,3,325,500,100,6,162,68,"f",92
"33",5978498,"f","Queen Anne",47.6406332345735,-122.372709393384,"House","Entire home/apt",4,3,3,2,175,200,80,1,213,8,"f",88
"34",5021081,"f","Queen Anne",47.6381214869711,-122.375789972785,"House","Entire home/apt",7,3.5,4,3,222,500,250,7,2,5,"t",75
"35",1686930,"f","Queen Anne",47.6298155334529,-122.36621233486,"Apartment","Entire home/apt",4,1,2,2,159,250,99,1,309,62,"f",97
"36",7680289,"f","Queen Anne",47.6398101878738,-122.373800628769,"Apartment","Entire home/apt",4,1,1,2,125,0,50,2,353,19,"t",95
"37",7207641,"f","Queen Anne",47.6355695247036,-122.361652594642,"House","Entire home/apt",8,3,3,3,348,750,150,6,153,5,"f",96
"38",5062445,"f","Queen Anne",47.6349787304792,-122.358869412465,"House","Private room",1,1,1,1,45,0,0,1,363,7,"f",97
"39",8925878,"f","Queen Anne",47.6393621029809,-122.372402556545,"Apartment","Entire home/apt",4,1,1,2,150,0,50,2,351,2,"t",100
"40",6389657,"t","Queen Anne",47.6346162843086,-122.358022732554,"Apartment","Entire home/apt",2,1,0,1,80,0,20,1,201,11,"f",98
"41",4218733,"f","Queen Anne",47.6380013774785,-122.361004816914,"Apartment","Entire home/apt",4,1,1,2,110,100,40,2,351,71,"f",90
"42",2715623,"f","Queen Anne",47.631995850977,-122.371657665049,"House","Entire home/apt",3,1,1,2,148,0,100,2,310,9,"f",91
"43",1392332,"f","Queen Anne",47.6386862433498,-122.370799868775,"House","Entire home/apt",4,1.5,2,2,350,500,100,4,308,41,"f",98
"44",7308567,"t","Queen Anne",47.6336500437205,-122.360449693202,"Apartment","Entire home/apt",3,1.5,1,2,150,0,50,1,339,18,"f",98
"45",6575380,"f","Queen Anne",47.6343001754605,-122.357059804446,"House","Private room",5,1,1,1,150,0,0,1,285,9,"f",100
"46",6004058,"f","Queen Anne",47.6283438697481,-122.36640542138,"Apartment","Entire home/apt",2,1,0,1,100,0,0,1,87,20,"f",92
"47",9550869,"f","Queen Anne",47.6353939405941,-122.368991141107,"House","Entire home/apt",10,3,4,4,349,0,200,1,354,0,"f",96
"48",8515408,"f","Queen Anne",47.6380351589372,-122.360910105636,"House","Entire home/apt",2,1,0,1,110,0,50,1,89,3,"f",100
"49",5383192,"f","Queen Anne",47.6393315854895,-122.361599422695,"House","Entire home/apt",4,1,1,2,160,100,55,2,295,1,"f",100
"50",1112092,"f","Queen Anne",47.6353080514554,-122.366531709012,"House","Entire home/apt",4,1,1,3,130,140,75,2,89,26,"t",95
"51",7772661,"f","Queen Anne",47.6373748841385,-122.369410924689,"House","Entire home/apt",2,1,0,1,99,0,50,2,142,2,"f",100
"52",9254900,"f","Queen Anne",47.6382975670733,-122.373778710721,"Apartment","Entire home/apt",2,1,0,1,100,0,40,1,29,0,"f",96
"53",7714294,"f","Queen Anne",47.6317534388497,-122.371271730116,"Apartment","Entire home/apt",3,1,1,1,137,0,20,2,303,3,"t",100
"54",10310373,"f","Queen Anne",47.6385805607318,-122.375325740823,"Apartment","Private room",3,1,1,1,20,0,0,1,351,0,"f",96
"55",9368342,"f","Queen Anne",47.6378837217449,-122.367371093778,"House","Entire home/apt",2,1.5,1,1,150,500,50,2,212,0,"f",96
"56",6361863,"f","Queen Anne",47.6375173454493,-122.360811674464,"Apartment","Entire home/apt",2,1,1,1,145,100,30,2,331,44,"f",94
"57",8105221,"f","Queen Anne",47.6368741780214,-122.372271711912,"House","Private room",2,1,1,1,80,0,0,1,364,10,"f",100
"58",3269390,"t","Queen Anne",47.6325627426557,-122.367222846741,"House","Entire home/apt",2,1,0,1,95,200,60,1,321,77,"t",98
"59",4566393,"f","Queen Anne",47.6353219221043,-122.366121148007,"House","Entire home/apt",4,2.5,3,3,400,750,120,4,365,0,"f",96
"60",9282409,"f","Queen Anne",47.6326339093294,-122.369318447774,"House","Private room",2,2,1,1,85,0,0,1,247,2,"f",100
"61",8095168,"f","Queen Anne",47.6326000381955,-122.369952434126,"Apartment","Private room",2,1,1,1,70,0,20,1,103,1,"f",100
"62",2746782,"t","Queen Anne",47.6410521505051,-122.375081733064,"Apartment","Entire home/apt",2,1,0,1,90,150,25,1,103,109,"f",97
"63",6424982,"f","Queen Anne",47.6314009458997,-122.367690133306,"House","Private room",2,1,1,1,80,0,0,2,345,52,"f",92
"64",762029,"t","Queen Anne",47.6415249256098,-122.376150372451,"Other","Private room",2,1,1,2,60,150,25,2,102,191,"f",97
"65",8988281,"f","Queen Anne",47.6353107029718,-122.363505575051,"House","Entire home/apt",4,1,2,2,175,250,78,4,48,0,"f",96
"66",7077910,"f","Ballard",47.6693271747197,-122.392593564694,"House","Entire home/apt",6,2.5,3,4,170,250,100,6,27,9,"f",91
"67",3772674,"f","Ballard",47.6740741555754,-122.393864050329,"Apartment","Entire home/apt",2,1,1,1,85,0,50,2,347,65,"t",98
"68",7021906,"t","Ballard",47.6736280726279,-122.389301951331,"House","Entire home/apt",12,3.5,5,7,465,0,250,1,175,5,"f",96
"69",7618605,"f","Ballard",47.6684599605579,-122.379515995222,"Apartment","Entire home/apt",2,1,1,1,175,250,50,1,94,5,"f",96
"70",10234558,"f","Ballard",47.6706623229397,-122.378665922367,"Apartment","Private room",2,1,1,1,50,0,0,0,355,0,"f",96
"71",7021702,"f","Ballard",47.6726461804116,-122.389333027226,"Apartment","Private room",2,1,1,1,60,0,0,1,166,0,"f",96
"72",7680439,"f","Ballard",47.6731753840976,-122.382259599362,"House","Private room",2,1,1,1,59,0,12,1,360,16,"f",93
"73",4258515,"f","Ballard",47.6679330013661,-122.378652467621,"Apartment","Private room",4,1,1,4,47,200,15,2,89,23,"f",77
"74",1148517,"f","Ballard",47.6729686448742,-122.397338182472,"House","Entire home/apt",4,1,2,2,145,100,45,4,88,45,"f",97
"75",2487892,"f","Ballard",47.6686274194789,-122.389495925368,"House","Private room",2,1,1,1,70,0,0,1,343,75,"f",94
"76",3038772,"f","Ballard",47.6701113834718,-122.393869285677,"House","Private room",2,1,1,1,55,100,25,1,348,86,"f",94
"77",699460,"t","Ballard",47.6716905008821,-122.385239065174,"House","Private room",4,1,1,2,95,0,30,2,327,151,"f",97
"78",4085439,"f","Ballard",47.6708361783208,-122.392537110711,"House","Private room",2,1,1,1,125,0,0,1,345,6,"t",92
"79",8053990,"f","Ballard",47.6708867744599,-122.393029349937,"House","Private room",2,1,1,1,65,0,45,1,354,16,"f",94
"80",7011773,"f","Ballard",47.6701149706679,-122.392994443058,"House","Private room",1,1,1,1,25,0,0,1,55,0,"f",96
"81",2467550,"f","Ballard",47.6743079321115,-122.37674229799,"House","Entire home/apt",4,1,0,2,40,500,50,2,48,0,"f",96
"82",2686374,"f","Ballard",47.6712503912534,-122.382639117557,"House","Entire home/apt",6,1,3,4,149,0,0,4,354,165,"t",95
"83",1956274,"t","Ballard",47.6686920575291,-122.396089355553,"Apartment","Entire home/apt",2,1.5,1,1,125,250,75,0,354,48,"f",100
"84",8537192,"f","Ballard",47.6718055242768,-122.388047117633,"House","Private room",2,0.5,1,1,55,0,0,1,247,0,"f",96
"85",5919096,"t","Ballard",47.671418402651,-122.385385358385,"Apartment","Entire home/apt",4,1,1,3,129,250,75,1,215,2,"f",100
"86",6516529,"f","Ballard",47.6687489549085,-122.383869976282,"Apartment","Entire home/apt",2,1,1,1,100,0,0,1,199,0,"f",96
"87",3294243,"t","Ballard",47.6726817243013,-122.387730724379,"Apartment","Entire home/apt",4,2,2,2,150,0,0,1,258,27,"f",93
"88",10210971,"f","Ballard",47.6696818453522,-122.390988470612,"House","Private room",1,1,1,1,50,500,10,1,363,0,"f",96
"89",3584790,"f","Ballard",47.6750440375208,-122.382714917156,"Apartment","Entire home/apt",6,1,2,3,99,200,0,4,2,0,"f",96
"90",1266459,"f","Ballard",47.6679791689315,-122.382105449828,"Apartment","Entire home/apt",2,1.5,1,1,150,0,60,2,335,9,"f",98
"91",9098059,"f","Ballard",47.6732498496853,-122.387331651893,"House","Entire home/apt",4,1,1,3,105,0,0,1,17,0,"f",96
"92",408526,"f","Ballard",47.6755332683863,-122.376324014078,"House","Entire home/apt",7,4,3,3,218,750,300,4,365,0,"f",96
"93",4118282,"f","Ballard",47.6757081142761,-122.387559425976,"House","Entire home/apt",5,1.5,2,2,80,200,75,1,80,88,"f",95
"94",6813483,"f","Ballard",47.6747710270281,-122.385830491839,"Apartment","Entire home/apt",2,1,1,1,126,300,95,2,275,10,"f",98
"95",6590264,"f","Ballard",47.6698743191895,-122.38771744417,"Apartment","Entire home/apt",4,1,1,2,115,500,50,2,56,5,"f",96
"96",2650482,"f","Ballard",47.6709757635429,-122.387825304299,"Apartment","Entire home/apt",4,2,2,2,225,0,75,1,365,10,"f",98
"97",20927,"t","Ballard",47.6733393882947,-122.395120282038,"House","Entire home/apt",2,1,1,1,89,0,10,2,341,244,"t",97
"98",4395578,"f","Ballard",47.6710048866387,-122.381381418044,"House","Entire home/apt",8,2.5,3,5,225,0,264,1,331,1,"f",100
"99",4995903,"f","Ballard",47.6717035305555,-122.376338101141,"House","Entire home/apt",1,1,0,1,50,0,0,1,60,0,"f",96
"100",5549211,"t","Ballard",47.6717599719188,-122.39002012191,"Apartment","Entire home/apt",4,1,1,2,134,200,100,1,295,40,"f",98
"101",8240758,"f","Ballard",47.6748186724734,-122.387521231935,"Apartment","Entire home/apt",2,1,1,1,75,0,100,1,94,2,"f",80
"102",6856295,"f","Ballard",47.6730040068033,-122.385004761091,"House","Private room",2,1,1,1,65,0,0,2,364,46,"t",97
"103",6881188,"f","Ballard",47.6703945341616,-122.393897001397,"House","Entire home/apt",6,2.5,3,4,375,300,100,1,363,23,"f",96
"104",1579615,"t","Ballard",47.6758215175845,-122.389710130629,"House","Entire home/apt",3,1,1,2,97,100,45,2,340,44,"t",98
"105",3766866,"t","Ballard",47.672284462169,-122.38231353832,"Apartment","Entire home/apt",2,1,1,1,145,150,45,2,88,14,"f",97
"106",2406966,"t","Ballard",47.6722723724429,-122.384132212841,"Apartment","Entire home/apt",5,1,2,4,129,250,75,1,313,12,"f",100
"107",4872699,"f","Ballard",47.6757502447394,-122.376579929963,"House","Entire home/apt",6,1.5,3,4,197,0,180,1,364,1,"t",100
"108",5470629,"t","Ballard",47.6726021249874,-122.388441491317,"Apartment","Entire home/apt",2,1,1,1,120,350,60,2,234,25,"f",99
"109",2950213,"t","Ballard",47.6667667836704,-122.381242651873,"Apartment","Entire home/apt",4,1,1,1,200,150,0,4,88,35,"t",95
"110",9015088,"f","Ballard",47.6755008417706,-122.388906313867,"Apartment","Entire home/apt",5,2,2,2,135,100,50,4,266,5,"t",100
"111",3979496,"t","Ballard",47.6757576432651,-122.378798304877,"House","Private room",2,1,1,1,70,250,0,2,365,31,"f",95
"112",7501919,"f","Ballard",47.667800586827,-122.388300162973,"Apartment","Entire home/apt",2,1,1,2,150,250,30,1,357,7,"f",97
"113",4732995,"f","Ballard",47.6693712900944,-122.376287764675,"Apartment","Entire home/apt",3,1,1,1,200,0,50,1,89,4,"t",95
"114",7134759,"f","Ballard",47.6689608758033,-122.393876944633,"House","Private room",2,1,1,1,60,0,55,1,47,16,"f",98
"115",4532538,"f","Ballard",47.671687705783,-122.392558589183,"House","Entire home/apt",5,3,3,5,180,0,150,1,365,1,"f",100
"116",7534398,"f","Ballard",47.6718099815906,-122.383437180538,"Apartment","Private room",3,1,1,1,69,0,0,2,114,8,"f",100
"117",9387189,"f","Ballard",47.6650223298999,-122.38279676983,"Apartment","Entire home/apt",3,1,0,1,90,0,25,2,112,1,"f",100
"118",6337492,"f","Ballard",47.6689892082273,-122.395145280933,"Apartment","Entire home/apt",2,1,1,1,80,0,0,2,149,5,"f",92
"119",10231701,"f","Ballard",47.6693543031396,-122.390347629333,"House","Private room",2,1.5,1,1,65,0,25,1,176,0,"t",96
"120",1609922,"t","Ballard",47.6716656787792,-122.377912326343,"House","Entire home/apt",5,1.5,2,2,150,100,90,2,16,26,"f",94
"121",4236723,"f","Ballard",47.6705814220058,-122.382211161497,"House","Entire home/apt",6,1.5,2,3,195,0,0,4,362,113,"t",94
"122",7843837,"f","Ballard",47.6721089641609,-122.383588548154,"Apartment","Entire home/apt",4,1,1,1,149,0,0,1,183,0,"f",96
"123",3076065,"t","Ballard",47.671458070061,-122.37917449315,"House","Entire home/apt",5,3,2,2,224,600,120,1,365,15,"f",96
"124",6423204,"f","Ballard",47.6715597705886,-122.382703988202,"House","Entire home/apt",3,1,2,2,115,200,40,2,54,44,"f",91
"125",8338849,"f","Ballard",47.6728350402854,-122.387471628495,"House","Private room",2,1,1,1,55,0,0,1,249,7,"f",94
"126",6401209,"t","Ballard",47.6739712878268,-122.389380541684,"House","Entire home/apt",8,2.5,4,5,338,500,200,6,154,13,"f",97
"127",20928,"t","Ballard",47.6736070968278,-122.393802859361,"House","Entire home/apt",2,1,1,1,79,0,10,1,334,44,"t",97
"128",3344977,"t","Ballard",47.6693986922116,-122.389254040532,"House","Private room",2,1,1,1,80,100,15,1,166,56,"f",96
"129",7604621,"f","Ballard",47.6721766977672,-122.390361687226,"House","Entire home/apt",2,1,0,1,85,200,35,1,89,11,"t",95
"130",3303978,"t","Ballard",47.6734996227843,-122.386963570127,"House","Entire home/apt",2,1,1,1,80,0,25,2,150,39,"f",98
"131",7067082,"t","Ballard",47.6693444255161,-122.386539146538,"Apartment","Private room",3,1,1,1,49,0,7,1,344,10,"f",90
"132",3121829,"f","Ballard",47.6719218015198,-122.380656819594,"House","Entire home/apt",4,2.5,3,2,100,300,85,1,240,6,"f",90
"133",2539881,"f","Ballard",47.6693454370765,-122.396973465087,"Apartment","Entire home/apt",2,1,1,1,79,0,0,1,2,4,"f",85
"134",3678718,"t","Ballard",47.6674639777819,-122.37825532356,"Apartment","Entire home/apt",2,1,0,1,75,250,50,2,356,79,"f",96
"135",4694479,"t","Ballard",47.6718119734913,-122.388981343316,"House","Private room",2,1,1,1,57,100,15,0,358,50,"f",96
"136",6646843,"f","Ballard",47.6708204627336,-122.370511081838,"Apartment","Entire home/apt",4,1,1,2,99,0,45,2,340,28,"f",89
"137",1364440,"f","Ballard",47.6637344037256,-122.362080101217,"Apartment","Private room",1,1,1,1,55,0,0,1,365,20,"f",100
"138",1781873,"f","Ballard",47.6675968033201,-122.364701653497,"Apartment","Entire home/apt",2,1,1,1,96,0,0,2,179,57,"f",92
"139",4138423,"f","Ballard",47.6705323831233,-122.365318465871,"House","Entire home/apt",4,1,1,1,99,100,30,2,352,38,"f",94
"140",5562674,"f","Ballard",47.6667667749329,-122.36882353054,"House","Entire home/apt",4,1,2,2,79,0,35,1,162,71,"f",95
"141",1789341,"f","Ballard",47.6723539753727,-122.366174899877,"House","Entire home/apt",2,1,1,1,115,200,85,2,174,17,"f",99
"142",4672934,"t","Ballard",47.6658368658674,-122.370132309028,"House","Entire home/apt",10,2.5,3,5,350,500,125,6,352,13,"f",98
"143",4550099,"f","Ballard",47.674333084712,-122.375677984625,"House","Entire home/apt",6,3,3,3,295,300,131,5,0,3,"f",93
"144",1198799,"t","Ballard",47.6726917380166,-122.373558609344,"House","Private room",2,1.5,1,1,70,100,20,0,337,19,"f",98
"145",5308429,"t","Ballard",47.6752905612514,-122.370474086749,"House","Private room",2,1,1,1,53,0,0,1,168,18,"f",99
"146",2769088,"f","Ballard",47.6689933945625,-122.362860302121,"House","Entire home/apt",4,1,2,2,110,100,0,1,306,12,"f",71
"147",7603135,"f","Ballard",47.6687947498972,-122.361612535626,"House","Entire home/apt",4,1,2,2,225,0,45,1,143,4,"t",95
"148",9374365,"f","Ballard",47.6738823220937,-122.374626277641,"House","Private room",2,1.5,1,1,35,100,7,2,326,7,"f",97
"149",6106498,"f","Ballard",47.6657873438521,-122.36199230817,"House","Private room",2,1,1,1,55,0,15,1,247,23,"t",97
"150",9331449,"f","Ballard",47.6722826298075,-122.373161645433,"House","Private room",2,1.5,1,1,45,100,8,2,326,2,"f",90
"151",8799162,"f","Ballard",47.6683540138279,-122.36113882173,"House","Private room",2,1,1,1,79,0,0,1,89,0,"f",96
"152",4317390,"f","Ballard",47.6688084607527,-122.366261789659,"House","Entire home/apt",8,1,2,6,133,350,50,4,365,39,"f",95
"153",3884851,"t","Ballard",47.66832396295,-122.371821165882,"Apartment","Private room",2,1,1,1,65,0,5,1,365,64,"f",96
"154",3155785,"f","Ballard",47.6723724035658,-122.362841677273,"Apartment","Private room",1,2,1,1,61,0,15,1,125,4,"f",80
"155",9368517,"f","Ballard",47.6638820555311,-122.36217494637,"House","Entire home/apt",4,2,3,3,200,200,60,1,30,0,"f",96
"156",5643240,"f","Ballard",47.6709286530949,-122.366781780871,"Apartment","Entire home/apt",2,1,1,1,70,250,50,1,93,8,"f",90
"157",5042014,"f","Ballard",47.6726167135491,-122.374392720472,"House","Private room",1,1,1,1,52,0,20,1,308,14,"f",97
"158",7724630,"f","Ballard",47.6727172754441,-122.361417131314,"Apartment","Private room",2,1,1,1,50,0,0,1,126,1,"f",100
"159",9449437,"f","Ballard",47.6727433615487,-122.373194488713,"House","Entire home/apt",8,2.5,4,4,275,500,50,8,232,0,"f",96
"160",3053237,"t","Ballard",47.6645492128736,-122.368208855451,"House","Entire home/apt",2,1,1,1,149,100,50,1,363,85,"f",99
"161",8132347,"f","Ballard",47.6665856712209,-122.365651829733,"House","Entire home/apt",8,2,2,4,199,150,85,5,270,0,"f",96
"162",63733,"f","Ballard",47.6717143402939,-122.365887597949,"Apartment","Entire home/apt",2,1,1,1,89,0,0,2,164,125,"f",97
"163",2039149,"f","Ballard",47.6668678529619,-122.364031308683,"House","Entire home/apt",10,2,3,3,225,300,100,8,124,121,"t",91
"164",227636,"t","Ballard",47.6680705341341,-122.362086159981,"Apartment","Entire home/apt",3,1,1,2,120,200,55,2,320,131,"t",97
"165",3689119,"t","Ballard",47.6721236854662,-122.365009373613,"House","Entire home/apt",2,1,0,1,85,0,30,1,365,49,"f",98
"166",1179538,"f","Ballard",47.6735840407829,-122.37381429203,"House","Private room",4,1.5,1,2,80,200,15,4,326,2,"f",100
"167",6823781,"f","Ballard",47.6633783836296,-122.364691497103,"House","Entire home/apt",3,1,1,3,89,0,55,2,324,28,"t",95
"168",2284536,"f","Ballard",47.6693413880721,-122.36626412798,"House","Entire home/apt",4,1,1,1,99,100,30,2,348,111,"f",92
"169",5143441,"t","Ballard",47.664937156318,-122.36167965105,"Apartment","Entire home/apt",4,1,1,3,110,95,35,2,345,49,"f",97
"170",5749958,"f","Ballard",47.6688446669857,-122.368379306454,"House","Entire home/apt",6,1,2,3,180,250,80,4,60,28,"f",96
"171",9116815,"f","Ballard",47.6650167035693,-122.364707090084,"Apartment","Entire home/apt",4,1,2,2,150,0,0,1,337,0,"f",96
"172",7731836,"f","Ballard",47.668937521955,-122.373339227217,"Apartment","Entire home/apt",4,1,1,2,70,0,0,1,56,3,"f",100
"173",10262971,"f","Ballard",47.6659700222323,-122.368639250231,"House","Private room",2,1,1,1,70,0,0,1,365,0,"f",96
"174",1407502,"f","Ballard",47.6743132742762,-122.367968835883,"House","Private room",1,1,1,1,75,100,25,1,365,9,"f",89
"175",8817038,"f","Ballard",47.6652090307156,-122.362456541082,"Apartment","Entire home/apt",4,1,2,2,85,100,0,4,114,12,"f",97
"176",4449303,"t","Ballard",47.6644454546346,-122.370170980932,"House","Private room",2,1,1,1,80,250,25,1,85,50,"t",95
"177",8255615,"f","Ballard",47.6668216771774,-122.362936672677,"Apartment","Entire home/apt",3,1,1,1,90,0,20,1,174,3,"t",100
"178",4053092,"t","Ballard",47.6712224298259,-122.363686894641,"House","Private room",2,1,1,1,80,0,0,1,342,24,"f",98
"179",6886633,"f","Ballard",47.6636554901771,-122.366941119388,"Other","Entire home/apt",2,1,0,1,75,200,0,1,361,81,"t",95
"180",8820414,"t","Ballard",47.6754890295503,-122.367514509384,"Apartment","Entire home/apt",3,1,2,2,80,0,0,1,247,0,"f",96
"181",3052151,"f","Ballard",47.6668871700899,-122.364664088572,"House","Private room",2,1,1,1,70,100,0,1,360,19,"f",85
"182",2339333,"f","Ballard",47.6735711823728,-122.364274260986,"House","Entire home/apt",8,3.5,4,4,350,0,200,1,131,6,"f",100
"183",1618842,"t","Ballard",47.6652446376814,-122.370409514262,"Apartment","Entire home/apt",4,1,0,1,95,0,40,2,313,115,"f",99
"184",888967,"t","Ballard",47.6716795637434,-122.36538980596,"House","Private room",2,1,1,1,90,0,0,1,179,72,"f",99
"185",380950,"f","Ballard",47.6662401692108,-122.360917746485,"House","Entire home/apt",12,2,4,5,435,500,200,9,205,12,"f",84
"186",8097708,"f","Ballard",47.6709124244064,-122.365599531292,"House","Entire home/apt",6,1.5,3,3,250,0,185,1,365,1,"f",100
"187",5671843,"f","Ballard",47.6709870244272,-122.375140554697,"House","Private room",2,1,1,1,65,0,20,1,358,31,"f",95
"188",904057,"t","Ballard",47.6653913540778,-122.36609876374,"House","Entire home/apt",3,1,1,1,95,100,0,2,258,125,"f",97
"189",7161725,"f","Ballard",47.6734240307246,-122.374232789456,"House","Private room",3,1,1,2,110,0,50,2,309,7,"f",97
"190",9587410,"f","Ballard",47.6715524344825,-122.367633305505,"House","Private room",3,1,1,2,50,0,10,1,361,2,"f",100
"191",9202380,"f","Ballard",47.6633881106587,-122.361378362768,"Apartment","Entire home/apt",4,1,1,1,95,200,20,2,358,0,"f",96
"192",2238105,"f","Ballard",47.6633649781774,-122.362468525117,"House","Entire home/apt",2,1,1,1,100,0,30,1,206,62,"f",97
"193",9545766,"f","Ballard",47.6707613460055,-122.371095034009,"House","Private room",2,1,1,2,89,0,0,1,365,0,"f",96
"194",2441908,"t","Ballard",47.6759157416881,-122.370473602656,"House","Entire home/apt",5,1,1,3,116,0,60,4,289,74,"f",98
"195",9367465,"f","Ballard",47.6636513112736,-122.362081778827,"House","Entire home/apt",4,1,1,2,150,100,50,2,300,1,"f",100
"196",3031415,"f","Ballard",47.6652524332479,-122.361920691173,"House","Entire home/apt",8,2,3,3,275,250,100,8,21,107,"f",95
"197",843812,"t","Ballard",47.671334420188,-122.365797620319,"House","Entire home/apt",6,2,3,3,180,0,0,1,5,10,"f",96
"198",3835995,"t","Ballard",47.6730782130878,-122.36414012428,"House","Entire home/apt",2,1,1,1,97,0,0,1,353,155,"f",96
"199",9732638,"f","Ballard",47.6667853488083,-122.366751423883,"House","Entire home/apt",5,3,2,2,200,200,50,4,308,0,"f",96
"200",3768745,"t","Queen Anne",47.6318430373009,-122.345123503641,"House","Private room",2,1,1,1,120,0,0,1,361,15,"f",100
"201",3975434,"f","Queen Anne",47.6281203068069,-122.348752098687,"Apartment","Private room",2,1,1,1,109,0,0,2,89,17,"f",96
"202",5620928,"f","Queen Anne",47.6435997337629,-122.34462988872,"Apartment","Private room",2,1,1,1,115,100,20,1,365,13,"f",92
"203",7381677,"t","Queen Anne",47.6288947919673,-122.347571446383,"Apartment","Entire home/apt",2,1,1,1,199,0,80,2,102,13,"f",97
"204",5487934,"f","Queen Anne",47.6389988210563,-122.343573931497,"Apartment","Private room",2,1,1,1,150,95,0,1,287,2,"f",100
