"","id","host_is_superhost","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","security_deposit","cleaning_fee","guests_included","availability_365","number_of_reviews","instant_bookable","review_scores_rating"
"2749",2004931,"t","Capitol Hill",47.6149763053589,-122.323857014772,"Apartment","Entire home/apt",3,1,1,1,167,300,60,2,268,48,"f",96
"2750",7179783,"f","Capitol Hill",47.6207506311838,-122.316541114005,"House","Private room",2,1,1,1,99,0,0,1,179,1,"f",100
"2751",7241235,"t","Capitol Hill",47.6194395562393,-122.320592130505,"Apartment","Entire home/apt",2,1,0,1,100,0,50,2,45,12,"f",100
"2752",6249458,"t","Capitol Hill",47.6233648257769,-122.319002929192,"Apartment","Entire home/apt",5,2,2,2,259,150,80,1,363,13,"f",98
"2753",1537246,"t","Capitol Hill",47.6244632891363,-122.324694738932,"Apartment","Entire home/apt",2,1,1,1,139,450,60,2,266,55,"f",97
"2754",841140,"f","Capitol Hill",47.6170104048705,-122.320399662533,"Apartment","Entire home/apt",4,1,2,2,185,500,0,1,176,13,"f",98
"2755",1961950,"t","Capitol Hill",47.6190524571069,-122.31769418441,"Apartment","Entire home/apt",3,1,0,2,99,0,0,2,6,17,"f",98
"2756",8735996,"f","Capitol Hill",47.6202801596971,-122.323130353626,"Apartment","Entire home/apt",2,1,0,1,90,0,0,1,65,0,"f",96
"2757",1220471,"f","Capitol Hill",47.6159784415274,-122.326930630209,"Apartment","Entire home/apt",3,1.5,2,1,250,500,100,3,11,4,"f",100
"2758",7369,"f","Capitol Hill",47.6153973781013,-122.325639561882,"Apartment","Entire home/apt",2,1,1,1,85,0,0,1,53,40,"f",94
"2759",9137899,"f","Capitol Hill",47.6177310203808,-122.326250374183,"Apartment","Entire home/apt",3,1,1,1,100,200,25,2,48,2,"f",100
"2760",4831200,"f","Capitol Hill",47.6241961265191,-122.323850002768,"Apartment","Entire home/apt",2,1,0,1,80,300,45,1,275,4,"f",100
"2761",1562643,"f","Capitol Hill",47.6242517861375,-122.325817548164,"House","Entire home/apt",8,3.5,4,5,260,500,150,6,305,23,"f",90
"2762",7871807,"f","Capitol Hill",47.6250914096252,-122.32843455829,"House","Private room",1,1,1,1,125,0,0,1,117,2,"f",100
"2763",8116395,"f","Capitol Hill",47.6229008431907,-122.315046031283,"Apartment","Entire home/apt",2,1,1,1,119,0,0,1,321,17,"f",91
"2764",872152,"f","Capitol Hill",47.6255257644921,-122.323589420879,"House","Entire home/apt",4,2.5,2,2,182,0,300,4,280,10,"f",100
"2765",719233,"f","Capitol Hill",47.6154512342319,-122.32874070552,"Apartment","Entire home/apt",3,1,1,1,69,100,72,2,40,255,"f",85
"2766",6216116,"f","Capitol Hill",47.6210818054676,-122.326802938811,"Apartment","Entire home/apt",4,1,1,1,90,0,0,1,226,9,"t",84
"2767",9386509,"f","Capitol Hill",47.6270136929995,-122.316447466226,"Apartment","Entire home/apt",2,1,0,1,69,95,25,1,342,4,"t",90
"2768",1686958,"f","Capitol Hill",47.6269624483327,-122.318508204932,"Apartment","Entire home/apt",3,1.5,2,2,130,0,0,1,184,0,"f",96
"2769",8106277,"f","Capitol Hill",47.6174995209421,-122.314097961685,"Apartment","Entire home/apt",6,1,2,2,135,200,45,4,365,1,"f",100
"2770",5422881,"f","Capitol Hill",47.6234622147371,-122.32733703099,"Apartment","Private room",2,2,1,1,82,0,25,1,126,0,"f",96
"2771",6812054,"f","Capitol Hill",47.6230425699419,-122.319385543063,"Apartment","Entire home/apt",2,1,1,1,212,0,0,1,365,4,"f",95
"2772",5067177,"f","Capitol Hill",47.6230248569002,-122.324294172727,"House","Private room",1,1,1,1,47,0,0,1,357,14,"f",94
"2773",6689259,"f","Capitol Hill",47.6160202418927,-122.314049212745,"Apartment","Entire home/apt",4,1,2,2,100,200,45,4,305,0,"f",96
"2774",4231670,"f","Capitol Hill",47.6178645889304,-122.322030064713,"Apartment","Entire home/apt",3,1,2,1,100,100,0,1,360,4,"f",80
"2775",6951415,"f","Capitol Hill",47.6216127259261,-122.320611409172,"Apartment","Entire home/apt",4,1,0,2,95,500,50,2,57,16,"f",95
"2776",7666155,"f","Capitol Hill",47.6146445696769,-122.316833597631,"Apartment","Entire home/apt",2,1,1,1,239,500,75,0,129,2,"f",100
"2777",8934054,"f","Capitol Hill",47.6269776183208,-122.324297974808,"Apartment","Private room",3,1,1,2,75,95,40,2,357,4,"f",60
"2778",7601766,"f","Capitol Hill",47.6159314060577,-122.325296754614,"Apartment","Private room",3,1,1,1,75,0,5,1,365,5,"f",73
"2779",6954984,"f","Capitol Hill",47.624242317673,-122.320922487288,"Apartment","Entire home/apt",3,1,1,2,96,0,60,2,128,3,"f",100
"2780",8339428,"f","Capitol Hill",47.6162597210477,-122.325542766445,"Apartment","Entire home/apt",2,1,1,1,90,0,60,1,0,14,"t",99
"2781",5160893,"t","Capitol Hill",47.6214777252583,-122.319930782002,"Apartment","Private room",2,1,1,1,80,0,0,1,356,105,"f",95
"2782",7616507,"f","Capitol Hill",47.6250087673787,-122.325976133778,"House","Entire home/apt",6,1,2,3,200,0,25,1,187,17,"f",96
"2783",23192,"f","Capitol Hill",47.6223660249933,-122.315918000374,"Apartment","Entire home/apt",5,1,1,3,119,300,80,2,340,7,"f",100
"2784",9494415,"f","Capitol Hill",47.6255118909209,-122.317091744961,"Apartment","Entire home/apt",2,1,0,1,69,95,25,1,270,7,"t",100
"2785",8241019,"f","Capitol Hill",47.6232210054084,-122.315114761299,"Apartment","Entire home/apt",2,1,0,1,85,0,0,1,0,0,"f",96
"2786",4652918,"f","Capitol Hill",47.6257223308414,-122.320901116694,"House","Private room",1,1,1,1,69,350,28,1,247,1,"f",100
"2787",7618526,"f","Capitol Hill",47.6174479875502,-122.322624768925,"Apartment","Private room",2,2,1,1,85,100,35,1,150,2,"f",100
"2788",5930806,"f","Capitol Hill",47.6247937103066,-122.321772114991,"Apartment","Entire home/apt",2,1.5,1,1,100,0,0,1,356,0,"f",96
"2789",9407989,"f","Capitol Hill",47.6197299334319,-122.316910588252,"Apartment","Private room",2,2,1,1,150,0,15,1,28,0,"f",96
"2790",6823597,"f","Capitol Hill",47.620604114232,-122.322000241096,"Apartment","Entire home/apt",2,1,1,1,140,150,30,1,365,23,"f",98
"2791",5537446,"f","Capitol Hill",47.6149180789365,-122.324111757537,"Apartment","Entire home/apt",3,1,1,1,150,0,0,1,283,14,"f",81
"2792",9436832,"t","Capitol Hill",47.6209121343583,-122.314919410754,"Apartment","Entire home/apt",2,1,0,1,100,0,0,1,74,10,"t",100
"2793",9133711,"f","Capitol Hill",47.6190977235781,-122.321400211724,"House","Entire home/apt",10,3,5,5,550,300,175,5,351,0,"f",96
"2794",10157690,"f","Capitol Hill",47.6195284079051,-122.328067197836,"Apartment","Entire home/apt",2,1,1,1,69,0,40,1,76,0,"f",96
"2795",1122236,"f","Capitol Hill",47.6233037925641,-122.325955845599,"Apartment","Entire home/apt",4,1,1,1,119,200,88,1,364,45,"f",95
"2796",4906490,"f","Capitol Hill",47.6259015673425,-122.327329260555,"House","Entire home/apt",8,1.5,4,3,350,0,85,1,2,2,"f",100
"2797",7773668,"f","Capitol Hill",47.614569006107,-122.327235800103,"Apartment","Private room",2,1,1,1,69,150,35,1,341,18,"f",100
"2798",458197,"f","Capitol Hill",47.6249152396735,-122.319729295149,"House","Private room",2,2,1,2,48,250,39,1,2,7,"f",83
"2799",458193,"f","Capitol Hill",47.6247620534476,-122.320259703566,"House","Private room",4,2,1,2,69,250,42,1,2,6,"f",96
"2800",458186,"f","Capitol Hill",47.6234099526752,-122.319190523844,"House","Private room",2,2,1,1,61,250,39,2,2,14,"f",95
"2801",458183,"f","Capitol Hill",47.6247706845154,-122.31914268237,"House","Private room",2,2,1,1,52,250,39,1,2,9,"f",91
"2802",941467,"t","Capitol Hill",47.6307046140545,-122.32119831808,"House","Private room",2,1,1,1,95,0,20,1,29,109,"f",99
"2803",1039766,"f","Capitol Hill",47.6219989115387,-122.322282388021,"Apartment","Private room",1,1,1,1,60,100,25,1,352,147,"t",89
"2804",5078876,"t","Capitol Hill",47.6217404825783,-122.31783945249,"House","Entire home/apt",5,2.5,2,2,225,0,100,4,28,13,"f",98
"2805",5242712,"f","Capitol Hill",47.6141972465156,-122.322788510247,"Apartment","Entire home/apt",2,1,0,1,60,200,71,2,251,30,"t",87
"2806",1539476,"t","Capitol Hill",47.6189437817115,-122.326573156259,"Apartment","Private room",1,1,1,1,75,200,0,1,365,47,"f",97
"2807",8626068,"f","Capitol Hill",47.6207334031602,-122.317103216515,"Apartment","Entire home/apt",2,1,0,1,100,0,10,1,71,0,"f",96
"2808",8150395,"f","Capitol Hill",47.6186479682862,-122.315311850062,"Apartment","Entire home/apt",3,1,1,1,93,500,60,2,55,6,"f",96
"2809",4824435,"f","Capitol Hill",47.6394879592279,-122.322783037329,"House","Entire home/apt",4,1.5,2,2,165,0,50,1,14,0,"f",96
"2810",4250639,"f","Capitol Hill",47.6138761134988,-122.329277100548,"Apartment","Entire home/apt",4,1,2,3,139,0,194,1,96,4,"f",95
"2811",3652612,"f","Capitol Hill",47.6184786589001,-122.324521753112,"Apartment","Entire home/apt",3,1,1,1,150,0,40,1,365,23,"f",93
"2812",3570691,"t","Capitol Hill",47.6176388607028,-122.31467191119,"House","Entire home/apt",8,2.5,2,3,350,0,100,2,344,30,"f",99
"2813",5495802,"f","Capitol Hill",47.6180213698329,-122.317100279471,"Apartment","Entire home/apt",3,1.5,1,1,125,0,45,2,355,19,"f",94
"2814",8106263,"f","Capitol Hill",47.6252812780164,-122.317686084986,"Apartment","Private room",2,1,1,1,69,95,25,1,336,0,"t",96
"2815",1204142,"f","Capitol Hill",47.618560140267,-122.323438835305,"Apartment","Entire home/apt",2,1,1,1,138,100,50,2,288,96,"f",94
"2816",6769696,"f","Capitol Hill",47.6276730435386,-122.321093402738,"House","Private room",2,1,1,1,138,0,35,1,338,0,"f",96
"2817",6118291,"t","Capitol Hill",47.6270232611412,-122.323464404678,"House","Private room",2,2,1,1,95,0,20,2,73,46,"t",97
"2818",5593981,"f","Capitol Hill",47.624305732446,-122.32826630805,"Apartment","Entire home/apt",3,1,1,1,145,0,0,2,65,0,"t",96
"2819",9970805,"f","Capitol Hill",47.6203325379344,-122.3162037422,"Apartment","Shared room",6,1,1,3,39,0,8,1,365,1,"f",100
"2820",8673979,"f","Capitol Hill",47.6186542442863,-122.314209098826,"Apartment","Entire home/apt",2,1,0,1,115,100,25,2,365,4,"f",90
"2821",3404914,"f","Capitol Hill",47.6179786351582,-122.323158487576,"Apartment","Entire home/apt",2,1,1,1,100,100,0,2,212,0,"f",96
"2822",4782745,"f","Capitol Hill",47.6173954065863,-122.315473065537,"Apartment","Entire home/apt",2,1,1,1,175,0,90,1,331,2,"f",100
"2823",4848255,"f","Capitol Hill",47.6337231060117,-122.322345950103,"House","Private room",2,1,1,1,55,100,20,1,263,19,"f",95
"2824",2194715,"f","Capitol Hill",47.6207645823921,-122.325788460588,"Apartment","Private room",2,1.5,1,1,82,0,8,0,310,50,"f",94
"2825",13068,"f","Capitol Hill",47.6185465128365,-122.326318065528,"House","Entire home/apt",10,2,3,5,360,0,300,8,344,26,"f",93
"2826",9137335,"f","Capitol Hill",47.6186819465351,-122.321363142608,"House","Private room",2,1,1,1,85,0,30,1,356,0,"f",96
"2827",6659301,"f","Capitol Hill",47.6235978323285,-122.31768174309,"Apartment","Entire home/apt",2,1,2,1,150,0,0,1,89,7,"f",93
"2828",5479566,"f","Capitol Hill",47.6207030329412,-122.318863608356,"Apartment","Entire home/apt",2,1,0,1,68,200,25,1,360,1,"f",80
"2829",8273031,"f","Capitol Hill",47.6150354444629,-122.315887764666,"Apartment","Entire home/apt",6,2,2,3,600,200,50,1,365,1,"f",100
"2830",7363701,"f","Capitol Hill",47.6281259703829,-122.327239897747,"Apartment","Entire home/apt",3,1,1,2,149,200,30,2,339,11,"f",90
"2831",7984738,"f","Capitol Hill",47.6236040294208,-122.319437444292,"House","Shared room",1,1,1,1,62,350,35,1,365,0,"f",96
"2832",3930681,"f","Capitol Hill",47.6230131862135,-122.322742049662,"Apartment","Entire home/apt",3,1,1,1,111,0,0,2,0,52,"f",93
"2833",7518794,"f","Capitol Hill",47.6170547800201,-122.325925049819,"Apartment","Entire home/apt",2,1,0,1,120,200,75,1,138,7,"f",94
"2834",8755762,"f","Capitol Hill",47.6155126342199,-122.322649374006,"Apartment","Entire home/apt",4,1,1,2,96,250,10,1,330,15,"t",92
"2835",7535055,"f","Capitol Hill",47.6209813214775,-122.323963755156,"Apartment","Entire home/apt",2,1,1,1,150,300,75,1,126,1,"f",100
"2836",4241862,"f","Capitol Hill",47.6309274228748,-122.324564958108,"Apartment","Entire home/apt",2,1,1,1,100,0,20,1,2,22,"f",92
"2837",9509279,"f","Capitol Hill",47.6150616897829,-122.322740031178,"Apartment","Entire home/apt",2,1,1,1,100,0,0,1,362,4,"f",80
"2838",6822322,"f","Capitol Hill",47.6158774030079,-122.314296716587,"Apartment","Entire home/apt",4,1,1,2,105,100,25,3,0,13,"f",87
"2839",2628010,"t","Capitol Hill",47.6230460345034,-122.320465399814,"Apartment","Entire home/apt",6,2,2,2,209,150,65,2,30,29,"t",97
"2840",4077920,"f","Capitol Hill",47.6153091939509,-122.318382107815,"Apartment","Entire home/apt",5,1,1,2,250,0,0,1,51,1,"f",100
"2841",10157880,"f","Capitol Hill",47.6252547559567,-122.326084299926,"Apartment","Entire home/apt",2,1,1,1,82,500,50,1,66,0,"t",96
"2842",4766173,"f","Capitol Hill",47.6201709054107,-122.323839471833,"Apartment","Entire home/apt",2,1,0,1,110,100,10,1,28,11,"f",91
"2843",5946151,"f","Capitol Hill",47.6223536222263,-122.322015931872,"Apartment","Entire home/apt",2,1,0,1,125,0,0,2,365,15,"f",87
"2844",2970666,"f","Capitol Hill",47.6231986545612,-122.325250537204,"Apartment","Entire home/apt",4,1,1,2,109,200,88,1,343,44,"f",94
"2845",7308331,"t","Capitol Hill",47.6235934095338,-122.316826538583,"Apartment","Entire home/apt",6,1,2,4,198,0,120,1,87,5,"t",96
"2846",3946631,"f","Capitol Hill",47.6217998872679,-122.32124544372,"Apartment","Entire home/apt",2,1,1,1,160,0,60,2,24,8,"f",95
"2847",7329915,"f","Capitol Hill",47.624981077454,-122.316487482229,"Apartment","Entire home/apt",2,1,1,1,126,200,50,2,364,3,"f",100
"2848",6436976,"f","Capitol Hill",47.6235854654816,-122.326656357115,"Apartment","Entire home/apt",2,1,1,1,99,250,100,0,362,24,"f",90
"2849",9328692,"f","Capitol Hill",47.6252934243122,-122.317576386451,"Apartment","Entire home/apt",1,1,0,1,49,95,25,1,133,0,"t",96
"2850",9117301,"t","Capitol Hill",47.6204025086469,-122.319309149675,"Apartment","Entire home/apt",2,1,1,1,99,0,0,1,61,0,"f",96
"2851",2898401,"f","Capitol Hill",47.6186889398536,-122.322187036606,"Apartment","Entire home/apt",4,1,1,1,100,0,70,1,121,21,"f",91
"2852",8193516,"f","Capitol Hill",47.6153809789531,-122.324128934066,"Apartment","Private room",2,1,1,1,82,0,5,1,86,9,"f",93
"2853",3766285,"f","Capitol Hill",47.6239311087711,-122.322586190886,"Apartment","Private room",1,1,1,1,80,0,50,1,0,1,"f",80
"2854",1520581,"f","Capitol Hill",47.623838970147,-122.321760054783,"House","Shared room",1,0.5,1,1,65,350,35,1,350,9,"f",91
"2855",1349175,"f","Capitol Hill",47.6341739857759,-122.322232179989,"House","Private room",4,1,1,1,80,150,0,2,338,158,"f",96
"2856",5633607,"f","Capitol Hill",47.6181292914341,-122.314837133571,"Apartment","Private room",2,1,1,1,39,100,18,1,341,66,"f",95
"2857",9836113,"f","Capitol Hill",47.6241532577878,-122.318227131629,"Apartment","Entire home/apt",1,1,0,1,49,95,25,1,321,0,"t",96
"2858",5510720,"f","Capitol Hill",47.6144578339158,-122.314269735531,"Apartment","Entire home/apt",2,1,1,1,125,200,40,2,29,21,"f",99
"2859",6837819,"f","Capitol Hill",47.620264144476,-122.322463638976,"Apartment","Entire home/apt",2,1,1,1,150,0,35,1,89,3,"f",87
"2860",8050232,"f","Capitol Hill",47.6139085693219,-122.329030169446,"Apartment","Entire home/apt",1,1,1,1,90,0,0,1,106,10,"t",74
"2861",9386179,"f","Capitol Hill",47.6257267798579,-122.317307594226,"Apartment","Entire home/apt",2,1,0,1,69,95,25,1,335,6,"t",83
"2862",4184211,"f","Capitol Hill",47.6244706899023,-122.318499169417,"Apartment","Private room",2,1,1,1,104,150,30,1,362,22,"f",100
"2863",3732949,"f","Capitol Hill",47.6236201977547,-122.316966566508,"Apartment","Entire home/apt",5,1,1,2,180,100,80,2,179,8,"f",94
"2864",1348777,"f","Capitol Hill",47.6258102249568,-122.319265819925,"Apartment","Private room",2,1,1,1,150,0,20,1,365,14,"f",94
"2865",317248,"t","Capitol Hill",47.6233621581137,-122.316677816153,"Apartment","Entire home/apt",7,2,2,4,240,0,120,1,62,11,"t",100
"2866",6182715,"f","Capitol Hill",47.6153639318888,-122.314830921839,"Apartment","Entire home/apt",2,1,0,1,70,0,40,1,344,1,"f",100
"2867",8943380,"f","Capitol Hill",47.6217582107684,-122.325840160707,"Apartment","Entire home/apt",4,1,0,1,99,0,25,1,363,0,"t",96
"2868",6076158,"t","Capitol Hill",47.6186085960277,-122.31969663396,"House","Entire home/apt",2,1,1,2,99,0,0,2,84,15,"f",99
"2869",384797,"f","Capitol Hill",47.6256981038305,-122.320953621963,"House","Entire home/apt",16,2,6,9,673,0,300,13,320,21,"f",97
"2870",7901318,"f","Capitol Hill",47.6183824207965,-122.324534866896,"Apartment","Entire home/apt",3,1,1,2,98,0,25,1,115,5,"f",100
"2871",7614244,"f","Capitol Hill",47.6251034904133,-122.326523064937,"Apartment","Private room",4,1,1,2,105,0,0,1,181,1,"f",96
"2872",458189,"f","Capitol Hill",47.6239824370537,-122.32037419152,"House","Private room",2,2,1,1,63,250,39,1,2,14,"f",99
"2873",5386937,"f","Capitol Hill",47.6160064214129,-122.31307817234,"Apartment","Entire home/apt",4,1,1,2,120,0,40,2,350,51,"t",96
"2874",8684315,"f","Capitol Hill",47.6276696810428,-122.32144809657,"House","Private room",2,1.5,1,1,78,0,20,1,338,9,"f",100
"2875",3412630,"f","Capitol Hill",47.6180772340502,-122.318863574659,"Apartment","Entire home/apt",4,1.5,2,2,195,0,95,4,300,32,"f",97
"2876",7054225,"f","Capitol Hill",47.6172606771259,-122.323944692183,"Apartment","Entire home/apt",2,1,1,1,200,0,25,2,364,6,"f",100
"2877",1775016,"f","Capitol Hill",47.6256341934317,-122.324663331476,"House","Private room",2,1.5,1,1,79,150,25,1,343,67,"f",93
"2878",9835920,"f","Capitol Hill",47.6252995164538,-122.316546376357,"Apartment","Entire home/apt",2,1,0,1,69,95,25,1,358,0,"t",96
"2879",4223597,"f","Capitol Hill",47.6169439168472,-122.316490086277,"Apartment","Entire home/apt",4,2,2,2,195,0,95,1,348,25,"f",95
"2880",1976382,"f","Capitol Hill",47.6218032412126,-122.325247901191,"Apartment","Entire home/apt",4,1,1,1,119,300,88,1,365,32,"f",95
"2881",3396140,"t","Capitol Hill",47.6156230064447,-122.315214834978,"Apartment","Private room",2,1,1,1,75,0,7,2,356,72,"f",98
"2882",1782140,"t","Capitol Hill",47.6208320522319,-122.322806123652,"Apartment","Entire home/apt",2,1,1,1,99,0,35,1,300,87,"f",94
"2883",430453,"f","Capitol Hill",47.6139888733625,-122.32778916791,"Apartment","Entire home/apt",2,1,1,1,149,250,25,1,365,48,"f",97
"2884",1633986,"t","Capitol Hill",47.6153031471932,-122.327702087831,"Apartment","Entire home/apt",2,1,1,1,199,200,71,2,108,32,"f",96
"2885",9507115,"f","Capitol Hill",47.624436724098,-122.318111856364,"Apartment","Entire home/apt",2,1,0,1,69,95,25,1,352,1,"t",80
"2886",8926060,"f","Capitol Hill",47.6251745924337,-122.325161323544,"Apartment","Private room",2,1,1,1,69,300,24,1,350,2,"f",100
"2887",1520449,"f","Capitol Hill",47.6240941258715,-122.319695238509,"House","Shared room",1,0.5,1,1,49,350,35,1,358,7,"f",91
"2888",7697170,"t","Capitol Hill",47.6293838427878,-122.321749161866,"Apartment","Entire home/apt",6,1,2,4,239,0,120,1,337,15,"t",97
"2889",1511620,"f","Capitol Hill",47.6252874339357,-122.319424838429,"House","Shared room",1,0.5,1,1,49,350,35,1,365,8,"f",93
"2890",9411935,"f","Capitol Hill",47.6186564033378,-122.324837510129,"Apartment","Shared room",2,1,1,1,29,0,0,1,311,2,"f",80
"2891",1355094,"f","Capitol Hill",47.623282637009,-122.323776516642,"House","Private room",2,1,1,1,68,0,0,2,333,67,"f",91
"2892",6305798,"f","Capitol Hill",47.6259573038121,-122.317804685863,"Apartment","Entire home/apt",4,1,2,2,134,134,0,1,216,1,"f",100
"2893",4009295,"t","Capitol Hill",47.6182231148292,-122.32319176339,"Apartment","Entire home/apt",3,1,1,1,169,300,50,2,179,44,"f",94
"2894",10334184,"f","Capitol Hill",47.626500394696,-122.319851433063,"Apartment","Entire home/apt",2,1,1,1,120,0,0,1,361,0,"f",96
"2895",1159111,"f","Capitol Hill",47.6148423974794,-122.323569142919,"Apartment","Entire home/apt",6,1,2,3,204,0,60,1,327,31,"f",92
"2896",9368573,"f","Capitol Hill",47.6355640448624,-122.321561887869,"Apartment","Entire home/apt",6,2.5,2,2,295,0,175,1,362,0,"f",96
"2897",3773417,"f","Capitol Hill",47.6236183479636,-122.322454140742,"Apartment","Entire home/apt",3,1,2,2,152,0,50,1,89,4,"f",95
"2898",9327585,"f","Capitol Hill",47.6246233496781,-122.316162148478,"Apartment","Entire home/apt",2,1,0,1,69,95,25,1,334,10,"t",90
"2899",6492056,"t","Capitol Hill",47.6251185451349,-122.322959329285,"House","Entire home/apt",6,2,2,3,420,150,150,4,202,0,"f",96
"2900",7073650,"f","Capitol Hill",47.6274820270177,-122.316153122979,"Apartment","Entire home/apt",2,1,1,1,81,200,50,2,365,9,"f",100
"2901",9727857,"f","Capitol Hill",47.6148505689917,-122.324303501959,"Apartment","Shared room",1,1,1,1,25,0,0,0,56,3,"t",100
"2902",446276,"f","Capitol Hill",47.622894074073,-122.325574967463,"Apartment","Entire home/apt",3,1,2,2,195,250,90,1,353,30,"f",99
"2903",208670,"f","Capitol Hill",47.6216273919915,-122.316929307583,"House","Entire home/apt",5,1,1,2,169,250,108,4,216,78,"t",91
"2904",8868833,"f","Capitol Hill",47.619206060956,-122.323252469626,"Apartment","Entire home/apt",3,1,0,1,95,0,25,2,168,4,"f",100
"2905",7180032,"f","Capitol Hill",47.6196985560298,-122.314876259394,"Apartment","Entire home/apt",3,1,2,2,100,0,0,1,69,0,"f",96
"2906",9137259,"f","Capitol Hill",47.6181994352245,-122.321417149091,"House","Private room",2,1,1,1,85,0,30,2,353,0,"f",96
"2907",9252998,"f","Capitol Hill",47.6286861828116,-122.322336359256,"House","Entire home/apt",6,2,3,3,400,0,0,1,38,0,"f",96
"2908",7975026,"f","Capitol Hill",47.6152266333517,-122.324281014929,"Apartment","Entire home/apt",4,1,0,2,120,0,0,1,110,1,"f",80
"2909",6278216,"f","Capitol Hill",47.6150170598518,-122.323059765992,"Apartment","Entire home/apt",5,1,1,3,175,100,0,1,222,9,"t",84
"2910",6425652,"f","Capitol Hill",47.6339068238355,-122.321525494832,"Apartment","Entire home/apt",4,1,2,2,200,0,30,0,365,5,"f",84
"2911",7228435,"f","Capitol Hill",47.6169078199764,-122.313691928093,"House","Entire home/apt",6,2.5,2,2,250,500,120,1,216,0,"f",96
"2912",9149612,"f","Capitol Hill",47.6239696679969,-122.317731441654,"Apartment","Entire home/apt",2,1,0,1,69,95,20,2,2,0,"f",96
"2913",8251213,"t","Capitol Hill",47.61651969367,-122.314596431275,"Apartment","Entire home/apt",2,1,0,1,129,0,0,2,10,12,"f",100
"2914",5548982,"f","Capitol Hill",47.6168255483607,-122.323596241632,"Apartment","Entire home/apt",2,1,1,1,59,100,15,1,57,73,"f",91
"2915",9546633,"f","Capitol Hill",47.6261657892879,-122.317128230222,"Apartment","Entire home/apt",2,1,0,1,69,95,25,1,338,0,"t",96
"2916",3272374,"f","Capitol Hill",47.6180440425351,-122.314831317592,"Apartment","Entire home/apt",2,1,1,1,75,0,40,1,365,20,"f",89
"2917",7335567,"f","Capitol Hill",47.623075962208,-122.316603046736,"Apartment","Entire home/apt",2,1,0,2,71,0,0,1,345,16,"f",93
"2918",9563458,"f","Capitol Hill",47.6239886446605,-122.315835975919,"Apartment","Entire home/apt",1,1,0,1,49,95,25,1,247,0,"t",96
"2919",7875887,"f","Capitol Hill",47.6154954048664,-122.326475666832,"Apartment","Private room",2,1,1,1,90,150,20,2,359,8,"f",100
"2920",3394837,"f","Capitol Hill",47.6132701831392,-122.329470025427,"Apartment","Entire home/apt",4,1,1,2,140,250,135,1,321,7,"t",97
"2921",4464795,"f","Capitol Hill",47.6176410675709,-122.327703546916,"Apartment","Shared room",2,1,1,1,95,100,20,1,365,6,"t",100
"2922",6927016,"t","Capitol Hill",47.6209889804682,-122.316556115766,"Apartment","Entire home/apt",2,1,0,1,100,0,0,1,72,50,"t",94
"2923",699596,"f","Capitol Hill",47.61520033506,-122.313860487452,"House","Private room",2,1,1,1,150,0,25,1,131,136,"f",97
"2924",6387576,"f","Capitol Hill",47.6220505846663,-122.315599080676,"House","Private room",2,1,1,1,89,150,20,2,357,38,"f",97
"2925",8828781,"f","Capitol Hill",47.6229474750175,-122.31958774699,"Apartment","Entire home/apt",5,1,1,2,140,200,50,2,83,0,"f",96
"2926",1198884,"f","Capitol Hill",47.6133012654471,-122.329932066164,"Apartment","Entire home/apt",4,1,1,1,150,100,50,2,260,63,"f",93
"2927",9546508,"f","Capitol Hill",47.6240119757546,-122.316210177428,"Apartment","Entire home/apt",2,1,0,1,69,95,25,1,310,1,"t",80
"2928",2386589,"f","Capitol Hill",47.6191006659774,-122.32271145765,"Apartment","Entire home/apt",4,1,1,1,125,0,25,2,122,46,"f",95
"2929",9924107,"t","Capitol Hill",47.6183694842356,-122.314740737806,"Apartment","Entire home/apt",4,1,1,2,110,0,25,1,361,2,"f",100
"2930",3386862,"f","Capitol Hill",47.6278794169226,-122.320070827965,"Apartment","Entire home/apt",3,1,1,1,152,100,0,3,0,77,"f",91
"2931",9280767,"f","Capitol Hill",47.619845094663,-122.322793629065,"House","Private room",2,1,1,1,105,0,35,1,356,0,"f",96
"2932",1520533,"f","Capitol Hill",47.6251349132884,-122.320509704742,"House","Shared room",1,0.5,1,1,49,350,35,1,358,10,"f",90
"2933",9651755,"f","Capitol Hill",47.6155427792727,-122.326688819217,"Apartment","Entire home/apt",2,1,0,1,68,0,0,1,329,2,"f",100
"2934",82763,"f","Capitol Hill",47.6204335074961,-122.316884416628,"House","Private room",2,1,1,1,100,0,35,1,365,12,"f",92
"2935",9880665,"f","Capitol Hill",47.622992792754,-122.317091383942,"Apartment","Entire home/apt",3,1,1,1,120,0,0,1,364,0,"f",96
"2936",1762354,"t","Capitol Hill",47.6192978522448,-122.315845789969,"Apartment","Entire home/apt",2,1,1,1,120,200,25,2,0,24,"f",96
"2937",2836237,"f","Capitol Hill",47.6236452346975,-122.323477509715,"Apartment","Entire home/apt",2,1,0,1,110,175,20,1,212,12,"f",92
"2938",5204475,"f","Capitol Hill",47.615321512698,-122.324863244341,"Apartment","Entire home/apt",2,1,0,1,160,0,0,1,313,0,"f",96
"2939",8741711,"f","Capitol Hill",47.6231290687413,-122.325605135281,"Apartment","Entire home/apt",3,1,0,1,105,0,10,1,6,4,"t",100
"2940",3819831,"f","Capitol Hill",47.6187652855281,-122.316008449558,"Apartment","Entire home/apt",2,1,1,1,82,0,39,0,1,5,"f",92
